"PMID","Research Type","Human / Mouse","Condition1","Condition2","Gut Microbiota (ID)","Classification","Alteration","Sequencing Technology","Microbial-Mediated Networks","Details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Probiotics; Diabetes Mellitus, Type 2","Klebsiella oxytoca (571, gm1515)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Probiotics; Diabetes Mellitus, Type 2","Klebsiella pneumoniae (573, gm1516)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Probiotics; Diabetes Mellitus, Type 2","Klebsiella variicola (244366, gm0381)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Probiotics; Diabetes Mellitus, Type 2","Parabacteroides merdae (46503, gm1235)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Probiotics; Diabetes Mellitus, Type 2","Phocaeicola dorei (357276, gm1196)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Probiotics; Diabetes Mellitus, Type 2","Prevotella copri (165179, gm0536)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Probiotics; Diabetes Mellitus, Type 2","Roseburia hominis (301301, gm0573)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Probiotics; Diabetes Mellitus, Type 2","Roseburia intestinalis (166486, gm0574)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Probiotics; Diabetes Mellitus, Type 2","Roseburia inulinivorans (360807, gm0575)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Probiotics; Diabetes Mellitus, Type 2","Ruminococcus bromii (40518, gm0588)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Probiotics; Diabetes Mellitus, Type 2","Ruminococcus gnavus (33038, gm1220)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Probiotics; Diabetes Mellitus, Type 2","Subdoligranulum variabile (214851, gm1522)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Probiotics; Diabetes Mellitus, Type 2","Veillonella parvula (29466, gm0678)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Probiotics; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Bifidobacterium adolescentis (1680, gm0706)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Probiotics; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Bifidobacterium longum (216816, gm0112)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Probiotics; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Lachnospiraceae bacterium 1 4 56FAA (2683688, gm1459)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Anaerostipes caccae (105841, gm0777)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Anaerostipes hadrus (649756, gm0783)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Bacteroides caccae (47678, gm0079)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Bacteroides ovatus (28116, gm0084)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Bacteroides pectinophilus (384638, gm1519)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Bifidobacterium adolescentis (1680, gm0706)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Bifidobacterium catenulatum (1686, gm0110)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Bifidobacterium longum (216816, gm0112)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Bilophila wadsworthia (35833, gm0116)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","butyrate-producing bacterium (2811711, gm1217)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Butyrivibrio crossotus (45851, gm1520)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Citrobacter koseri (545, gm0178)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Citrobacter portucalensis (1639133, gm1512)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Clostridium perfringens (1502, gm0206)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Clostridium sp. HGF2 (908340, gm1511)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Clostridium sp. L2-50 (411489, gm0958)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Clostridium symbiosum (1512, gm0841)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Collinsella aerofaciens (74426, gm0829)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Coprococcus eutactus (33043, gm0225)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Dialister invisus (218538, gm0263)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Eggerthella lenta (84112, gm0695)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Enterobacter aerogenes (548, gm1517)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Enterobacter cloacae (550, gm1513)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Enterobacter hormaechei (158836, gm1456)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Erysipelatoclostridium ramosum (1547, gm0297)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Escherichia coli (562, gm0305)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Lachnospira eligens (39485, gm1587)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Faecalibacterium prausnitzii (853, gm0327)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Intestinibacter bartlettii (261299, gm0779)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Klebsiella oxytoca (571, gm1515)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Klebsiella pneumoniae (573, gm1516)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Klebsiella variicola (244366, gm0381)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Parabacteroides merdae (46503, gm1235)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Parasutterella excrementihominis (487175, gm0726)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Phocaeicola dorei (357276, gm1196)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Roseburia hominis (301301, gm0573)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Roseburia intestinalis (166486, gm0574)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Roseburia inulinivorans (360807, gm0575)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Ruminococcus bromii (40518, gm0588)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Ruminococcus gnavus (33038, gm1220)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33024120","Interventions change the composition of gut microbiota","Human","Berberine; Diabetes Mellitus, Type 2","Placebos; Diabetes Mellitus, Type 2","Veillonella parvula (29466, gm0678)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33108521","Interventions change the composition of gut microbiota","Human","Gadus morhua; Obesity","Obesity","Bacteroidetes (976, gm0090)","phylum","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33108521","Interventions change the composition of gut microbiota","Human","Gadus morhua; Obesity","Obesity","Eubacteriales (186802, gm1168)","order","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33108521","Interventions change the composition of gut microbiota","Human","Gadus morhua; Obesity","Obesity","Selenomonadales (909929, gm0598)","order","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33108521","Interventions change the composition of gut microbiota","Human","Salmon; Obesity","Obesity","Bacteroidetes (976, gm0090)","phylum","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33108521","Interventions change the composition of gut microbiota","Human","Salmon; Obesity","Obesity","Eubacteriales (186802, gm1168)","order","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33108521","Interventions change the composition of gut microbiota","Human","Salmon; Obesity","Obesity","Selenomonadales (909929, gm0598)","order","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33135936","Gut microbiota associated with phenotype","Human","Amyotrophic Lateral Sclerosis","Health","Adlercreutzia equolifaciens (446660, gm0699)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33135936","Gut microbiota associated with phenotype","Human","Amyotrophic Lateral Sclerosis","Health","Bacteroides clarus (626929, gm1358)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33135936","Gut microbiota associated with phenotype","Human","Amyotrophic Lateral Sclerosis","Health","Bifidobacterium longum (216816, gm0112)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33135936","Gut microbiota associated with phenotype","Human","Amyotrophic Lateral Sclerosis","Health","Coprobacter fastidiosus (1099853, gm1426)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33135936","Gut microbiota associated with phenotype","Human","Amyotrophic Lateral Sclerosis","Health","Dorea (189330, gm0266)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33135936","Gut microbiota associated with phenotype","Human","Amyotrophic Lateral Sclerosis","Health","Escherichia (561, gm0304)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33135936","Gut microbiota associated with phenotype","Human","Amyotrophic Lateral Sclerosis","Health","Lachnospira eligens (39485, gm1587)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33135936","Gut microbiota associated with phenotype","Human","Amyotrophic Lateral Sclerosis","Health","Eubacterium rectale (39491, gm1186)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33135936","Gut microbiota associated with phenotype","Human","Amyotrophic Lateral Sclerosis","Health","Lachnospiraceae bacterium 5 1 63FAA (658089, gm1430)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33135936","Gut microbiota associated with phenotype","Human","Amyotrophic Lateral Sclerosis","Health","peptostreptococcaceae (186804, gm0517)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33135936","Gut microbiota associated with phenotype","Human","Amyotrophic Lateral Sclerosis","Health","Phascolarctobacterium succinatutens (626940, gm0789)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33135936","Gut microbiota associated with phenotype","Human","Amyotrophic Lateral Sclerosis","Health","Prevotella copri (165179, gm0536)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33135936","Gut microbiota associated with phenotype","Human","Amyotrophic Lateral Sclerosis","Health","Roseburia intestinalis (166486, gm0574)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33135936","Gut microbiota associated with phenotype","Human","Amyotrophic Lateral Sclerosis","Health","Ruminococcus lactaris (46228, gm1380)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33135936","Gut microbiota associated with phenotype","Human","Amyotrophic Lateral Sclerosis","Health","Ruminococcus sp. 5 1 39BFAA (457412, gm1449)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33135936","Gut microbiota associated with phenotype","Human","Amyotrophic Lateral Sclerosis","Neurodegenerative Diseases","Burkholderiales bacterium 1-1-47 (469610, gm1431)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33135936","Gut microbiota associated with phenotype","Human","Amyotrophic Lateral Sclerosis","Neurodegenerative Diseases","Lachnospiraceae bacterium 1 1 57FAA (658081, gm1740)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33135936","Gut microbiota associated with phenotype","Human","Amyotrophic Lateral Sclerosis","Neurodegenerative Diseases","Lachnospiraceae bacterium 3-1-57FAA-CT1 (658086, gm1428)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33135936","Gut microbiota associated with phenotype","Human","Amyotrophic Lateral Sclerosis","Neurodegenerative Diseases","lachnospiraceae bacterium 5 1 63FAA (658089, gm1430)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33135936","Gut microbiota associated with phenotype","Human","Amyotrophic Lateral Sclerosis","Neurodegenerative Diseases","Oscillibacter (459786, gm0484)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33135936","Gut microbiota associated with phenotype","Human","Amyotrophic Lateral Sclerosis","Neurodegenerative Diseases","Parasutterella (577310, gm0502)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33135936","Gut microbiota associated with phenotype","Human","Amyotrophic Lateral Sclerosis","Neurodegenerative Diseases","Roseburia hominis (301301, gm0573)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33135936","Gut microbiota associated with phenotype","Human","Amyotrophic Lateral Sclerosis","Neurodegenerative Diseases","Ruminococcus gnavus (33038, gm1220)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33135936","Gut microbiota associated with phenotype","Human","Amyotrophic Lateral Sclerosis","Neurodegenerative Diseases","Veillonella parvula (29466, gm0678)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33171595","Interventions change the composition of gut microbiota","Human","Probiotics; Biotin; Depressive Disorder","Placebos; Biotin; Depressive Disorder","Coprococcus sp. (2049024, gm0824)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33171595","Interventions change the composition of gut microbiota","Human","Probiotics; Biotin; Depressive Disorder","Placebos; Biotin; Depressive Disorder","Ruminococcus gauvreauii (438033, gm0591)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33183883","Interventions change the composition of gut microbiota","Human","Low FODMAP diet; Irritable Bowel Syndrome","Irritable Bowel Syndrome","Bacteroides (816, gm0077)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33183883","Interventions change the composition of gut microbiota","Human","Low FODMAP diet; Irritable Bowel Syndrome","Irritable Bowel Syndrome","Bifidobacterium (1678, gm0105)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33183883","Interventions change the composition of gut microbiota","Human","Low FODMAP diet; Irritable Bowel Syndrome","Irritable Bowel Syndrome","Oscillospiraceae (216572, gm1201)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33183883","Interventions change the composition of gut microbiota","Human","Probiotics; Irritable Bowel Syndrome","Irritable Bowel Syndrome","Lactobacillus (1578, gm0393)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33183883","Interventions change the composition of gut microbiota","Human","Probiotics; Irritable Bowel Syndrome","Irritable Bowel Syndrome","Streptococcus (1301, gm0624)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33198235","Interventions change the composition of gut microbiota","Human","Diet, Mediterranean; Aged; Health","Aged; Health","Akkermansia muciniphila (239935, gm0030)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33198235","Interventions change the composition of gut microbiota","Human","Diet, Mediterranean; Aged; Health","Aged; Health","Collinsella (102106, gm0217)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33198235","Interventions change the composition of gut microbiota","Human","Diet, Mediterranean; Aged; Health","Aged; Health","Eubacteriales (186802, gm1168)","order","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33198235","Interventions change the composition of gut microbiota","Human","Diet, Mediterranean; Aged; Health","Aged; Health","Ruminococcus gnavus (33038, gm1220)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33198235","Interventions change the composition of gut microbiota","Human","Diet, Mediterranean; Aged; Health","Aged; Health","Sporobacter termitidis (44749, gm1607)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33198235","Interventions change the composition of gut microbiota","Human","Diet, Mediterranean; Aged; Health","Aged; Health","Streptococcus sp. (1306, gm0698)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33225985","Gut microbiota associated with phenotype","Human","HBV-related hepatocellular carcinoma","Health","Bacteroides (816, gm0077)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33225985","Gut microbiota associated with phenotype","Human","HBV-related hepatocellular carcinoma","Health","Clostridium XIVa (gm1705)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33225985","Gut microbiota associated with phenotype","Human","HBV-related hepatocellular carcinoma","Health","Lachnospiraceae incertae sedis (2840493, gm0387)","no rank","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33225985","Gut microbiota associated with phenotype","Human","Non-small hepatocellular carcinoma","Small hepatocellular carcinoma","Bacteroides (816, gm0077)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33225985","Gut microbiota associated with phenotype","Human","Non-small hepatocellular carcinoma","Small hepatocellular carcinoma","Clostridium XIVa (gm1705)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33225985","Gut microbiota associated with phenotype","Human","Non-small hepatocellular carcinoma","Small hepatocellular carcinoma","Lachnospiraceae incertae sedis (2840493, gm0387)","no rank","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33225985","Gut microbiota associated with phenotype","Human","Non-small hepatocellular carcinoma","Small hepatocellular carcinoma","Parabacteroides (375288, gm0495)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33319792","Interventions change the composition of gut microbiota","Human","Nature‑related activities; Child","Child","Bacteroides (816, gm0077)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33319792","Interventions change the composition of gut microbiota","Human","Nature‑related activities; Child","Child","Blautia (572511, gm0117)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33319792","Interventions change the composition of gut microbiota","Human","Nature‑related activities; Child","Child","Parabacteroides distasonis (823, gm0496)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33319792","Interventions change the composition of gut microbiota","Human","Nature‑related activities; Child","Child","unclassified Acidaminococcus (2635771, gm1645)","no rank","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33319792","Interventions change the composition of gut microbiota","Human","Nature‑related activities; Child","Child","unclassified Bilophila (2642822, gm1647)","no rank","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33319792","Interventions change the composition of gut microbiota","Human","Nature‑related activities; Child","Child","unclassified Dialister (2638756, gm1646)","no rank","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33321523","Interventions change the composition of gut microbiota","Human","Exercise; Physically Inactive Older Women","Physically Inactive Older Women","Actinobacteria (201174, gm0016)","phylum","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33321523","Interventions change the composition of gut microbiota","Human","Exercise; Physically Inactive Older Women","Physically Inactive Older Women","Bacteroidetes (976, gm0090)","phylum","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33321523","Interventions change the composition of gut microbiota","Human","Exercise; Physically Inactive Older Women","Physically Inactive Older Women","Betaproteobacteria (28216, gm0101)","class","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33321523","Interventions change the composition of gut microbiota","Human","Exercise; Physically Inactive Older Women","Physically Inactive Older Women","Clostridia (186801, gm0181)","class","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33321523","Interventions change the composition of gut microbiota","Human","Exercise; Physically Inactive Older Women","Physically Inactive Older Women","Firmicutes (1239, gm0332)","phylum","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33321523","Interventions change the composition of gut microbiota","Human","Exercise; Physically Inactive Older Women","Physically Inactive Older Women","Fusobacteria (32066, gm0341)","phylum","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"33360047","Interventions change the composition of gut microbiota","Human","Metformin; Obesity","Placebos; Obesity","Acetivibrio (35829, gm0003)","genus","present","16s rRNA gene sequencing","microbial-mediated network","details"
"33360047","Interventions change the composition of gut microbiota","Human","Metformin; Obesity","Placebos; Obesity","Acidaminococcus (904, gm0006)","genus","present","16s rRNA gene sequencing","microbial-mediated network","details"
"33360047","Interventions change the composition of gut microbiota","Human","Metformin; Obesity","Placebos; Obesity","Actinobacteria (201174, gm0016)","phylum","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33360047","Interventions change the composition of gut microbiota","Human","Metformin; Obesity","Placebos; Obesity","Agreia (110934, gm1608)","genus","present","16s rRNA gene sequencing","microbial-mediated network","details"
"33360047","Interventions change the composition of gut microbiota","Human","Metformin; Obesity","Placebos; Obesity","Akkermansia (239934, gm0029)","genus","present","16s rRNA gene sequencing","microbial-mediated network","details"
"33360047","Interventions change the composition of gut microbiota","Human","Metformin; Obesity","Placebos; Obesity","Alicycliphilus (201096, gm1609)","genus","present","16s rRNA gene sequencing","microbial-mediated network","details"
"33360047","Interventions change the composition of gut microbiota","Human","Metformin; Obesity","Placebos; Obesity","Avibacterium (292486, gm1610)","genus","present","16s rRNA gene sequencing","microbial-mediated network","details"
"33360047","Interventions change the composition of gut microbiota","Human","Metformin; Obesity","Placebos; Obesity","Bacillus (1386, gm0067)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"33360047","Interventions change the composition of gut microbiota","Human","Metformin; Obesity","Placebos; Obesity","Bacteroidetes (976, gm0090)","phylum","present","16s rRNA gene sequencing","microbial-mediated network","details"
"33360047","Interventions change the composition of gut microbiota","Human","Metformin; Obesity","Placebos; Obesity","Bavariicoccus (697279, gm1611)","genus","absent","16s rRNA gene sequencing","microbial-mediated network","details"
"33360047","Interventions change the composition of gut microbiota","Human","Metformin; Obesity","Placebos; Obesity","Bradyrhizobium (374, gm1557)","genus","absent","16s rRNA gene sequencing","microbial-mediated network","details"
"33360047","Interventions change the composition of gut microbiota","Human","Metformin; Obesity","Placebos; Obesity","Chlamydia (810, gm0169)","genus","absent","16s rRNA gene sequencing","microbial-mediated network","details"
